GEO.id,GEO.id2,GEO.display-label,HC03_EST_VC02
Id,Id2,Geography,Mean income (dollars); Estimate; All households
0500000US39049,39049,"Franklin County, Ohio",78548
0500000US39055,39055,"Geauga County, Ohio",112315
0500000US39057,39057,"Greene County, Ohio",85150
0500000US39061,39061,"Hamilton County, Ohio",79462
0500000US39063,39063,"Hancock County, Ohio",74071
0500000US39081,39081,"Jefferson County, Ohio",59556
0500000US39085,39085,"Lake County, Ohio",76302
0500000US39089,39089,"Licking County, Ohio",80971
0500000US39093,39093,"Lorain County, Ohio",70493
0500000US39095,39095,"Lucas County, Ohio",65887
0500000US39099,39099,"Mahoning County, Ohio",62080
0500000US39101,39101,"Marion County, Ohio",60153
0500000US39103,39103,"Medina County, Ohio",85040
0500000US39109,39109,"Miami County, Ohio",74149
0500000US39113,39113,"Montgomery County, Ohio",65760
0500000US39119,39119,"Muskingum County, Ohio",59680
0500000US39133,39133,"Portage County, Ohio",77788
0500000US39139,39139,"Richland County, Ohio",60281
0500000US39141,39141,"Ross County, Ohio",59613
0500000US39145,39145,"Scioto County, Ohio",64444
0500000US39151,39151,"Stark County, Ohio",65665
0500000US39153,39153,"Summit County, Ohio",75303
0500000US39155,39155,"Trumbull County, Ohio",60248
0500000US39157,39157,"Tuscarawas County, Ohio",63023
0500000US39165,39165,"Warren County, Ohio",111608
0500000US39169,39169,"Wayne County, Ohio",71327
0500000US39173,39173,"Wood County, Ohio",80266
0500000US40017,40017,"Canadian County, Oklahoma",88271
0500000US40027,40027,"Cleveland County, Oklahoma",77180
0500000US40031,40031,"Comanche County, Oklahoma",66809
0500000US40037,40037,"Creek County, Oklahoma",60592
0500000US40101,40101,"Muskogee County, Oklahoma",50582
0500000US40109,40109,"Oklahoma County, Oklahoma",75786
0500000US40119,40119,"Payne County, Oklahoma",54261
0500000US40125,40125,"Pottawatomie County, Oklahoma",61591
0500000US40131,40131,"Rogers County, Oklahoma",74234
0500000US40143,40143,"Tulsa County, Oklahoma",74290
0500000US40145,40145,"Wagoner County, Oklahoma",72805
0500000US41003,41003,"Benton County, Oregon",83490
0500000US41005,41005,"Clackamas County, Oregon",103693
0500000US41017,41017,"Deschutes County, Oregon",80563
0500000US41019,41019,"Douglas County, Oregon",63686
0500000US41029,41029,"Jackson County, Oregon",70249
0500000US41033,41033,"Josephine County, Oregon",60929
0500000US41035,41035,"Klamath County, Oregon",53309
0500000US41039,41039,"Lane County, Oregon",68593
0500000US41043,41043,"Linn County, Oregon",64798
0500000US41047,41047,"Marion County, Oregon",74506
0500000US41051,41051,"Multnomah County, Oregon",86367
0500000US41053,41053,"Polk County, Oregon",66086
0500000US41059,41059,"Umatilla County, Oregon",62528
0500000US41067,41067,"Washington County, Oregon",99121
0500000US41071,41071,"Yamhill County, Oregon",82373
0500000US42001,42001,"Adams County, Pennsylvania",76008
0500000US42003,42003,"Allegheny County, Pennsylvania",83152
0500000US42005,42005,"Armstrong County, Pennsylvania",58850
0500000US42007,42007,"Beaver County, Pennsylvania",68885
0500000US42011,42011,"Berks County, Pennsylvania",78953
0500000US42013,42013,"Blair County, Pennsylvania",59821
0500000US42017,42017,"Bucks County, Pennsylvania",112586
0500000US42019,42019,"Butler County, Pennsylvania",89530
0500000US42021,42021,"Cambria County, Pennsylvania",58753
0500000US42025,42025,"Carbon County, Pennsylvania",60796
0500000US42027,42027,"Centre County, Pennsylvania",75792
0500000US42029,42029,"Chester County, Pennsylvania",128002
0500000US42033,42033,"Clearfield County, Pennsylvania",59712
0500000US42037,42037,"Columbia County, Pennsylvania",65411
0500000US42039,42039,"Crawford County, Pennsylvania",64122
0500000US42041,42041,"Cumberland County, Pennsylvania",87353
0500000US42043,42043,"Dauphin County, Pennsylvania",78220
0500000US42045,42045,"Delaware County, Pennsylvania",104834
0500000US42049,42049,"Erie County, Pennsylvania",67811
0500000US42051,42051,"Fayette County, Pennsylvania",61103
0500000US42055,42055,"Franklin County, Pennsylvania",72639
0500000US42063,42063,"Indiana County, Pennsylvania",63241
0500000US42069,42069,"Lackawanna County, Pennsylvania",68278
0500000US42071,42071,"Lancaster County, Pennsylvania",79242
0500000US42073,42073,"Lawrence County, Pennsylvania",64448
0500000US42075,42075,"Lebanon County, Pennsylvania",71305
0500000US42077,42077,"Lehigh County, Pennsylvania",81074
0500000US42079,42079,"Luzerne County, Pennsylvania",67507
0500000US42081,42081,"Lycoming County, Pennsylvania",66930
0500000US42085,42085,"Mercer County, Pennsylvania",62785
0500000US42089,42089,"Monroe County, Pennsylvania",79766
0500000US42091,42091,"Montgomery County, Pennsylvania",122694
0500000US42095,42095,"Northampton County, Pennsylvania",89220
0500000US42097,42097,"Northumberland County, Pennsylvania",58113
0500000US42101,42101,"Philadelphia County, Pennsylvania",61458
0500000US42107,42107,"Schuylkill County, Pennsylvania",61598
0500000US42111,42111,"Somerset County, Pennsylvania",58300
0500000US42125,42125,"Washington County, Pennsylvania",84471
0500000US42129,42129,"Westmoreland County, Pennsylvania",77305
0500000US42133,42133,"York County, Pennsylvania",79562
0500000US44003,44003,"Kent County, Rhode Island",91280
0500000US44005,44005,"Newport County, Rhode Island",100073
0500000US44007,44007,"Providence County, Rhode Island",76089
0500000US44009,44009,"Washington County, Rhode Island",103330
0500000US45003,45003,"Aiken County, South Carolina",64579
0500000US45007,45007,"Anderson County, South Carolina",66530
0500000US45013,45013,"Beaufort County, South Carolina",87303
0500000US45015,45015,"Berkeley County, South Carolina",77746
0500000US45019,45019,"Charleston County, South Carolina",89057
0500000US45031,45031,"Darlington County, South Carolina",52391
0500000US45035,45035,"Dorchester County, South Carolina",76790
0500000US45041,45041,"Florence County, South Carolina",60139
0500000US45045,45045,"Greenville County, South Carolina",78855
0500000US45047,45047,"Greenwood County, South Carolina",60101
0500000US45051,45051,"Horry County, South Carolina",61638
0500000US45055,45055,"Kershaw County, South Carolina",61855
0500000US45057,45057,"Lancaster County, South Carolina",74718
0500000US45059,45059,"Laurens County, South Carolina",50847
0500000US45063,45063,"Lexington County, South Carolina",76136
0500000US45073,45073,"Oconee County, South Carolina",68868
0500000US45075,45075,"Orangeburg County, South Carolina",52292
0500000US45077,45077,"Pickens County, South Carolina",64449
0500000US45079,45079,"Richland County, South Carolina",74426
0500000US45083,45083,"Spartanburg County, South Carolina",68008
0500000US45085,45085,"Sumter County, South Carolina",58254
0500000US45091,45091,"York County, South Carolina",83938
0500000US46099,46099,"Minnehaha County, South Dakota",73786
0500000US46103,46103,"Pennington County, South Dakota",71612
0500000US47001,47001,"Anderson County, Tennessee",69687
0500000US47009,47009,"Blount County, Tennessee",72103
0500000US47011,47011,"Bradley County, Tennessee",62902
0500000US47037,47037,"Davidson County, Tennessee",82600
0500000US47059,47059,"Greene County, Tennessee",51332
0500000US47065,47065,"Hamilton County, Tennessee",76230
0500000US47093,47093,"Knox County, Tennessee",79379
0500000US47113,47113,"Madison County, Tennessee",63174
0500000US47119,47119,"Maury County, Tennessee",73586
0500000US47125,47125,"Montgomery County, Tennessee",74219
0500000US47141,47141,"Putnam County, Tennessee",56471
0500000US47147,47147,"Robertson County, Tennessee",76340
0500000US47149,47149,"Rutherford County, Tennessee",84383
0500000US47155,47155,"Sevier County, Tennessee",61472
0500000US47157,47157,"Shelby County, Tennessee",74498
0500000US47163,47163,"Sullivan County, Tennessee",66605
0500000US47165,47165,"Sumner County, Tennessee",88519
0500000US47179,47179,"Washington County, Tennessee",64451
0500000US47187,47187,"Williamson County, Tennessee",139874
0500000US47189,47189,"Wilson County, Tennessee",84880
0500000US48005,48005,"Angelina County, Texas",60010
0500000US48021,48021,"Bastrop County, Texas",82308
0500000US48027,48027,"Bell County, Texas",66217
0500000US48029,48029,"Bexar County, Texas",74106
0500000US48037,48037,"Bowie County, Texas",69253
0500000US48039,48039,"Brazoria County, Texas",98762
0500000US48041,48041,"Brazos County, Texas",65357
0500000US48061,48061,"Cameron County, Texas",52297
0500000US48085,48085,"Collin County, Texas",120386
0500000US48091,48091,"Comal County, Texas",96698
0500000US48099,48099,"Coryell County, Texas",69345
0500000US48113,48113,"Dallas County, Texas",83415
0500000US48121,48121,"Denton County, Texas",107926
0500000US48135,48135,"Ector County, Texas",68570
0500000US48139,48139,"Ellis County, Texas",89109
0500000US48141,48141,"El Paso County, Texas",61652
0500000US48157,48157,"Fort Bend County, Texas",116933
0500000US48167,48167,"Galveston County, Texas",94513
0500000US48181,48181,"Grayson County, Texas",71992
0500000US48183,48183,"Gregg County, Texas",67863
0500000US48187,48187,"Guadalupe County, Texas",78905
0500000US48201,48201,"Harris County, Texas",86830
0500000US48203,48203,"Harrison County, Texas",67220
0500000US48209,48209,"Hays County, Texas",82830
0500000US48213,48213,"Henderson County, Texas",61762
0500000US48215,48215,"Hidalgo County, Texas",55786
0500000US48231,48231,"Hunt County, Texas",72438
0500000US48245,48245,"Jefferson County, Texas",67684
0500000US48251,48251,"Johnson County, Texas",75089
0500000US48257,48257,"Kaufman County, Texas",83828
0500000US48291,48291,"Liberty County, Texas",57666
0500000US48303,48303,"Lubbock County, Texas",68587
0500000US48309,48309,"McLennan County, Texas",67876
0500000US48329,48329,"Midland County, Texas",101087
0500000US48339,48339,"Montgomery County, Texas",110803
0500000US48347,48347,"Nacogdoches County, Texas",68847
0500000US48355,48355,"Nueces County, Texas",73398
0500000US48361,48361,"Orange County, Texas",79003
0500000US48367,48367,"Parker County, Texas",98330
0500000US48375,48375,"Potter County, Texas",59622
0500000US48381,48381,"Randall County, Texas",84033
0500000US48397,48397,"Rockwall County, Texas",115598
0500000US48409,48409,"San Patricio County, Texas",71793
0500000US48423,48423,"Smith County, Texas",72587
0500000US48439,48439,"Tarrant County, Texas",87203
0500000US48441,48441,"Taylor County, Texas",70040
0500000US48451,48451,"Tom Green County, Texas",71627
0500000US48453,48453,"Travis County, Texas",103873
0500000US48469,48469,"Victoria County, Texas",70061
0500000US48471,48471,"Walker County, Texas",54688
0500000US48479,48479,"Webb County, Texas",57088
0500000US48485,48485,"Wichita County, Texas",55748
0500000US48491,48491,"Williamson County, Texas",102327
0500000US48497,48497,"Wise County, Texas",76010
0500000US49005,49005,"Cache County, Utah",68621
0500000US49011,49011,"Davis County, Utah",95839
0500000US49035,49035,"Salt Lake County, Utah",91338
0500000US49045,49045,"Tooele County, Utah",80760
0500000US49049,49049,"Utah County, Utah",87546
0500000US49053,49053,"Washington County, Utah",78203
0500000US49057,49057,"Weber County, Utah",75500
0500000US50007,50007,"Chittenden County, Vermont",90434
0500000US51003,51003,"Albemarle County, Virginia",105207
0500000US51013,51013,"Arlington County, Virginia",151123
0500000US51015,51015,"Augusta County, Virginia",72605
0500000US51019,51019,"Bedford County, Virginia",78380
0500000US51041,51041,"Chesterfield County, Virginia",100098
0500000US51059,51059,"Fairfax County, Virginia",149555
0500000US51061,51061,"Fauquier County, Virginia",120261
0500000US51069,51069,"Frederick County, Virginia",87271
0500000US51085,51085,"Hanover County, Virginia",106808
0500000US51087,51087,"Henrico County, Virginia",92613
0500000US51095,51095,"James City County, Virginia",106423
0500000US51107,51107,"Loudoun County, Virginia",157210
0500000US51121,51121,"Montgomery County, Virginia",74741
0500000US51153,51153,"Prince William County, Virginia",124265
0500000US51161,51161,"Roanoke County, Virginia",86579
0500000US51165,51165,"Rockingham County, Virginia",73370
0500000US51177,51177,"Spotsylvania County, Virginia",103188
0500000US51179,51179,"Stafford County, Virginia",123629
0500000US51199,51199,"York County, Virginia",102564
0500000US51510,51510,"Alexandria city, Virginia",125029
0500000US51550,51550,"Chesapeake city, Virginia",93101
0500000US51650,51650,"Hampton city, Virginia",71106
0500000US51680,51680,"Lynchburg city, Virginia",57341
0500000US51700,51700,"Newport News city, Virginia",63376
0500000US51710,51710,"Norfolk city, Virginia",69146
0500000US51740,51740,"Portsmouth city, Virginia",58478
0500000US51760,51760,"Richmond city, Virginia",70055
0500000US51770,51770,"Roanoke city, Virginia",58975
0500000US51800,51800,"Suffolk city, Virginia",87389
0500000US51810,51810,"Virginia Beach city, Virginia",95226
0500000US53005,53005,"Benton County, Washington",83213
0500000US53007,53007,"Chelan County, Washington",75561
0500000US53009,53009,"Clallam County, Washington",68267
0500000US53011,53011,"Clark County, Washington",91951
0500000US53015,53015,"Cowlitz County, Washington",64312
0500000US53021,53021,"Franklin County, Washington",77663
0500000US53025,53025,"Grant County, Washington",75491
0500000US53027,53027,"Grays Harbor County, Washington",54929
0500000US53029,53029,"Island County, Washington",81887
0500000US53033,53033,"King County, Washington",121921
0500000US53035,53035,"Kitsap County, Washington",89494
0500000US53041,53041,"Lewis County, Washington",62940
0500000US53053,53053,"Pierce County, Washington",85228
0500000US53057,53057,"Skagit County, Washington",82356
0500000US53061,53061,"Snohomish County, Washington",99537
0500000US53063,53063,"Spokane County, Washington",75071
0500000US53067,53067,"Thurston County, Washington",86453
0500000US53073,53073,"Whatcom County, Washington",79237
0500000US53077,53077,"Yakima County, Washington",61787
0500000US54003,54003,"Berkeley County, West Virginia",67642
0500000US54011,54011,"Cabell County, West Virginia",56956
0500000US54033,54033,"Harrison County, West Virginia",70911
0500000US54039,54039,"Kanawha County, West Virginia",61878
0500000US54061,54061,"Monongalia County, West Virginia",75925
0500000US54081,54081,"Raleigh County, West Virginia",56910
0500000US54107,54107,"Wood County, West Virginia",62759
0500000US55009,55009,"Brown County, Wisconsin",79437
0500000US55025,55025,"Dane County, Wisconsin",92024
0500000US55027,55027,"Dodge County, Wisconsin",72745
0500000US55035,55035,"Eau Claire County, Wisconsin",70786
0500000US55039,55039,"Fond du Lac County, Wisconsin",75054
0500000US55055,55055,"Jefferson County, Wisconsin",74540
0500000US55059,55059,"Kenosha County, Wisconsin",83257
0500000US55063,55063,"La Crosse County, Wisconsin",75287
0500000US55071,55071,"Manitowoc County, Wisconsin",65541
0500000US55073,55073,"Marathon County, Wisconsin",77209
0500000US55079,55079,"Milwaukee County, Wisconsin",65816
0500000US55087,55087,"Outagamie County, Wisconsin",81992
0500000US55089,55089,"Ozaukee County, Wisconsin",116109
0500000US55097,55097,"Portage County, Wisconsin",70718
0500000US55101,55101,"Racine County, Wisconsin",80199
0500000US55105,55105,"Rock County, Wisconsin",66216
0500000US55109,55109,"St. Croix County, Wisconsin",99905
0500000US55117,55117,"Sheboygan County, Wisconsin",73466
0500000US55127,55127,"Walworth County, Wisconsin",76850
0500000US55131,55131,"Washington County, Wisconsin",92422
0500000US55133,55133,"Waukesha County, Wisconsin",107634
0500000US55139,55139,"Winnebago County, Wisconsin",74758
0500000US55141,55141,"Wood County, Wisconsin",67494
0500000US56021,56021,"Laramie County, Wyoming",79176
0500000US56025,56025,"Natrona County, Wyoming",75655
