GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC03_EST_VC02,HC05_EST_VC02,HC01_EST_VC06,HC01_EST_VC08,HC01_EST_VC15
Id,Id2,Geography,Total; Estimate; Population 18 to 24 years,Male; Estimate; Population 18 to 24 years,Female; Estimate; Population 18 to 24 years,Total; Estimate; Population 18 to 24 years - Bachelor's degree or higher,Total; Estimate; Population 25 years and over,Total; Estimate; Population 25 years and over - Graduate or professional degree
0500000US46103,46103,"Pennington County, South Dakota",9304,4871,4433,1078,75516,8828
0500000US47001,47001,"Anderson County, Tennessee",5843,3460,2383,871,54085,5929
0500000US47009,47009,"Blount County, Tennessee",9801,5093,4708,824,93543,8114
0500000US47011,47011,"Bradley County, Tennessee",10240,4891,5349,685,71960,6908
0500000US47037,47037,"Davidson County, Tennessee",68293,32715,35578,12882,477260,70079
0500000US47059,47059,"Greene County, Tennessee",5631,2645,2986,66,49628,2541
0500000US47065,47065,"Hamilton County, Tennessee",30795,15532,15263,3755,255297,27723
0500000US47093,47093,"Knox County, Tennessee",54928,27780,27148,6645,309359,45771
0500000US47113,47113,"Madison County, Tennessee",11986,5368,6618,720,64159,7006
0500000US47119,47119,"Maury County, Tennessee",8186,3717,4469,389,62355,4536
0500000US47125,47125,"Montgomery County, Tennessee",22742,11606,11136,1727,123869,13073
0500000US47141,47141,"Putnam County, Tennessee",11310,6047,5263,142,49831,4865
0500000US47147,47147,"Robertson County, Tennessee",5909,2854,3055,302,47296,3461
0500000US47149,47149,"Rutherford County, Tennessee",38887,20544,18343,4142,199945,19826
0500000US47155,47155,"Sevier County, Tennessee",8170,4325,3845,371,69189,3507
0500000US47157,47157,"Shelby County, Tennessee",88698,44401,44297,10020,614274,81731
0500000US47163,47163,"Sullivan County, Tennessee",11640,6201,5439,872,114943,10381
0500000US47165,47165,"Sumner County, Tennessee",13933,7482,6451,1521,126117,11659
0500000US47179,47179,"Washington County, Tennessee",14745,7023,7722,1530,88485,12262
0500000US47187,47187,"Williamson County, Tennessee",16766,8784,7982,2601,147247,35251
0500000US47189,47189,"Wilson County, Tennessee",10332,5289,5043,1490,93608,8105
0500000US48005,48005,"Angelina County, Texas",8291,4092,4199,74,57108,3118
0500000US48021,48021,"Bastrop County, Texas",7929,4456,3473,107,54698,3673
0500000US48027,48027,"Bell County, Texas",40464,22268,18196,4100,210326,19575
0500000US48029,48029,"Bexar County, Texas",203646,106007,97639,18303,1249712,128966
0500000US48037,48037,"Bowie County, Texas",9072,4983,4089,96,62638,4512
0500000US48039,48039,"Brazoria County, Texas",29548,15690,13858,2296,236616,28261
0500000US48041,48041,"Brazos County, Texas",58671,30786,27885,6412,117763,21367
0500000US48061,48061,"Cameron County, Texas",45142,23550,21592,1824,248391,13068
0500000US48085,48085,"Collin County, Texas",79151,40713,38438,12970,635534,118410
0500000US48091,48091,"Comal County, Texas",10579,5126,5453,887,97919,12890
0500000US48099,48099,"Coryell County, Texas",9286,6154,3132,583,48139,2450
0500000US48113,48113,"Dallas County, Texas",250197,127032,123165,26397,1676011,184294
0500000US48121,48121,"Denton County, Texas",78246,38663,39583,9285,547898,85836
0500000US48135,48135,"Ector County, Texas",17068,8734,8334,473,92873,3187
0500000US48139,48139,"Ellis County, Texas",15298,7625,7673,711,111660,7371
0500000US48141,48141,"El Paso County, Texas",94577,50499,44078,5883,514729,40737
0500000US48157,48157,"Fort Bend County, Texas",63058,32370,30688,7222,489890,89288
0500000US48167,48167,"Galveston County, Texas",28206,14654,13552,4528,224926,25107
0500000US48181,48181,"Grayson County, Texas",11316,5839,5477,532,88606,5573
0500000US48183,48183,"Gregg County, Texas",11353,6656,4697,367,80114,4246
0500000US48187,48187,"Guadalupe County, Texas",14047,7560,6487,617,104984,10234
0500000US48201,48201,"Harris County, Texas",432641,220534,212107,42831,2970857,328601
0500000US48203,48203,"Harrison County, Texas",5549,2623,2926,311,43830,2493
0500000US48209,48209,"Hays County, Texas",36824,18015,18809,1722,127580,17466
0500000US48213,48213,"Henderson County, Texas",5717,2726,2991,452,58046,4483
0500000US48215,48215,"Hidalgo County, Texas",93819,47060,46759,5948,482342,25915
0500000US48231,48231,"Hunt County, Texas",9711,4778,4933,916,61557,5744
0500000US48245,48245,"Jefferson County, Texas",25901,14160,11741,1729,168924,10228
0500000US48251,48251,"Johnson County, Texas",14167,7444,6723,1297,109599,5882
0500000US48257,48257,"Kaufman County, Texas",10000,4724,5276,735,78533,6503
0500000US48291,48291,"Liberty County, Texas",7446,3790,3656,66,54398,811
0500000US48303,48303,"Lubbock County, Texas",51258,26356,24902,5298,180516,19779
0500000US48309,48309,"McLennan County, Texas",36055,18011,18044,2483,153289,12548
0500000US48329,48329,"Midland County, Texas",15500,7668,7832,703,102982,7563
0500000US48339,48339,"Montgomery County, Texas",46383,24026,22357,3471,373508,41084
0500000US48347,48347,"Nacogdoches County, Texas",12483,6313,6170,666,37737,3695
0500000US48355,48355,"Nueces County, Texas",35692,18259,17433,1674,235918,17446
0500000US48361,48361,"Orange County, Texas",7401,3728,3673,111,56420,1469
0500000US48367,48367,"Parker County, Texas",10462,5495,4967,512,90367,6836
0500000US48375,48375,"Potter County, Texas",10493,5389,5104,641,76901,4104
0500000US48381,48381,"Randall County, Texas",13660,6842,6818,1028,88683,7674
0500000US48397,48397,"Rockwall County, Texas",7299,4041,3258,638,63099,10747
0500000US48409,48409,"San Patricio County, Texas",6845,3861,2984,164,42832,2494
0500000US48423,48423,"Smith County, Texas",23146,11905,11241,1407,148537,12376
0500000US48439,48439,"Tarrant County, Texas",191638,96371,95267,19615,1317559,135576
0500000US48441,48441,"Taylor County, Texas",19360,10028,9332,1789,83224,7554
0500000US48451,48451,"Tom Green County, Texas",13196,7052,6144,859,76794,6014
0500000US48453,48453,"Travis County, Texas",112997,57135,55862,18534,842298,150035
0500000US48469,48469,"Victoria County, Texas",8813,4616,4197,626,59698,4053
0500000US48471,48471,"Walker County, Texas",14349,7103,7246,228,46843,3248
0500000US48479,48479,"Webb County, Texas",30893,15518,15375,1558,152141,7907
0500000US48485,48485,"Wichita County, Texas",19222,11368,7854,1021,83093,4796
0500000US48491,48491,"Williamson County, Texas",44700,22813,21887,4721,360257,48562
0500000US48497,48497,"Wise County, Texas",5446,2748,2698,189,44568,2452
0500000US49005,49005,"Cache County, Utah",24527,12527,12000,1605,62167,8461
0500000US49011,49011,"Davis County, Utah",30478,16340,14138,1810,204090,25355
0500000US49035,49035,"Salt Lake County, Utah",106526,54372,52154,9150,716783,94258
0500000US49045,49045,"Tooele County, Utah",6176,2993,3183,150,38992,3692
0500000US49049,49049,"Utah County, Utah",101195,50425,50770,7271,299761,38635
0500000US49053,49053,"Washington County, Utah",14407,7723,6684,456,107235,10137
0500000US49057,49057,"Weber County, Utah",25302,12973,12329,1223,154572,12720
0500000US50007,50007,"Chittenden County, Vermont",25988,12812,13176,4529,107316,21557
0500000US51003,51003,"Albemarle County, Virginia",14250,6930,7320,1952,71816,16497
0500000US51013,51013,"Arlington County, Virginia",19316,9791,9525,11255,173672,70253
0500000US51015,51015,"Augusta County, Virginia",5467,3098,2369,694,55201,5457
0500000US51019,51019,"Bedford County, Virginia",5516,2943,2573,346,57443,6133
0500000US51041,51041,"Chesterfield County, Virginia",29864,14393,15471,2494,231679,33491
0500000US51059,51059,"Fairfax County, Virginia",95698,48693,47005,22424,783902,239539
0500000US51061,51061,"Fauquier County, Virginia",4990,2648,2342,860,47766,5691
0500000US51069,51069,"Frederick County, Virginia",6884,3466,3418,714,59491,6285
0500000US51085,51085,"Hanover County, Virginia",9101,5047,4054,1054,73296,9465
0500000US51087,51087,"Henrico County, Virginia",25896,13108,12788,5442,226995,42981
0500000US51095,51095,"James City County, Virginia",6724,3329,3395,846,52836,12406
0500000US51107,51107,"Loudoun County, Virginia",28481,14642,13839,4975,256261,70037
0500000US51121,51121,"Montgomery County, Virginia",29100,16924,12176,3876,54570,12040
0500000US51153,51153,"Prince William County, Virginia",40379,21184,19195,4171,296482,48352
0500000US51161,51161,"Roanoke County, Virginia",7853,4010,3843,1560,67516,7392
0500000US51165,51165,"Rockingham County, Virginia",7924,3877,4047,674,54479,5727
0500000US51177,51177,"Spotsylvania County, Virginia",11654,6006,5648,1129,88100,10689
0500000US51179,51179,"Stafford County, Virginia",15349,8151,7198,1445,92927,15226
0500000US51199,51199,"York County, Virginia",5979,3183,2796,1419,45602,8868
0500000US51510,51510,"Alexandria city, Virginia",9465,4556,4909,2300,121705,37933
0500000US51550,51550,"Chesapeake city, Virginia",21185,11061,10124,2844,160787,22739
0500000US51650,51650,"Hampton city, Virginia",15755,8316,7439,192,90781,10649
0500000US51680,51680,"Lynchburg city, Virginia",20804,9009,11795,2488,44468,5513
0500000US51700,51700,"Newport News city, Virginia",21457,11041,10416,2010,116240,10110
0500000US51710,51710,"Norfolk city, Virginia",44380,27475,16905,3831,151907,16918
0500000US51740,51740,"Portsmouth city, Virginia",9336,5110,4226,606,63441,4894
0500000US51760,51760,"Richmond city, Virginia",29416,14096,15320,4122,157287,24477
0500000US51770,51770,"Roanoke city, Virginia",6831,3158,3673,587,71363,7143
0500000US51800,51800,"Suffolk city, Virginia",6373,2960,3413,592,61850,7180
0500000US51810,51810,"Virginia Beach city, Virginia",42623,22646,19977,5390,307404,40262
0500000US53005,53005,"Benton County, Washington",16574,8671,7903,770,128629,15364
0500000US53007,53007,"Chelan County, Washington",6889,3698,3191,252,51163,5078
0500000US53009,53009,"Clallam County, Washington",4686,2411,2275,176,58010,7093
0500000US53011,53011,"Clark County, Washington",37340,19313,18027,2758,321884,35093
0500000US53015,53015,"Cowlitz County, Washington",7671,3868,3803,271,74724,5425
0500000US53021,53021,"Franklin County, Washington",9084,5107,3977,614,53630,2528
0500000US53025,53025,"Grant County, Washington",9464,4703,4761,1079,57386,3608
0500000US53027,53027,"Grays Harbor County, Washington",4772,2464,2308,357,52905,2423
0500000US53029,53029,"Island County, Washington",7047,4044,3003,141,60812,7781
0500000US53033,53033,"King County, Washington",178561,90347,88214,36008,1562740,323301
0500000US53035,53035,"Kitsap County, Washington",26459,15302,11157,1404,184874,22229
0500000US53041,53041,"Lewis County, Washington",5520,3029,2491,160,55737,4322
0500000US53053,53053,"Pierce County, Washington",79909,42937,36972,6513,589927,54836
0500000US53057,53057,"Skagit County, Washington",9794,4955,4839,439,87956,8860
0500000US53061,53061,"Snohomish County, Washington",64158,33668,30490,7281,555239,54370
0500000US53063,53063,"Spokane County, Washington",49541,25363,24178,3428,344221,38751
0500000US53067,53067,"Thurston County, Washington",23186,11917,11269,1765,196131,26726
0500000US53073,53073,"Whatcom County, Washington",30964,15084,15880,2521,147244,16090
0500000US53077,53077,"Yakima County, Washington",24004,12577,11427,1153,151817,10561
0500000US54003,54003,"Berkeley County, West Virginia",9882,5119,4763,366,77936,4961
0500000US54011,54011,"Cabell County, West Virginia",12397,6010,6387,1549,63735,6440
0500000US54033,54033,"Harrison County, West Virginia",4947,2560,2387,494,48218,4086
0500000US54039,54039,"Kanawha County, West Virginia",13004,6649,6355,506,132494,13143
0500000US54061,54061,"Monongalia County, West Virginia",22705,11932,10773,3250,65107,12594
0500000US54081,54081,"Raleigh County, West Virginia",5927,3514,2413,318,53372,3454
0500000US54107,54107,"Wood County, West Virginia",6439,3341,3098,594,60456,5026
0500000US55009,55009,"Brown County, Wisconsin",24093,11993,12100,2887,175030,20339
0500000US55025,55025,"Dane County, Wisconsin",75117,38594,36523,19003,350461,75264
0500000US55027,55027,"Dodge County, Wisconsin",6540,3609,2931,365,63479,3008
0500000US55035,55035,"Eau Claire County, Wisconsin",17239,7852,9387,1621,65449,8428
0500000US55039,55039,"Fond du Lac County, Wisconsin",8730,4544,4186,362,72046,5649
0500000US55055,55055,"Jefferson County, Wisconsin",7875,3891,3984,407,58912,5082
0500000US55059,55059,"Kenosha County, Wisconsin",16581,8326,8255,1717,112806,9923
0500000US55063,55063,"La Crosse County, Wisconsin",18867,8839,10028,2043,75844,7423
0500000US55071,55071,"Manitowoc County, Wisconsin",5896,2903,2993,543,56759,3192
0500000US55073,55073,"Marathon County, Wisconsin",10684,5755,4929,787,93819,8591
0500000US55079,55079,"Milwaukee County, Wisconsin",92658,46304,46354,9356,630803,72032
0500000US55087,55087,"Outagamie County, Wisconsin",15498,8007,7491,1076,126394,12481
0500000US55089,55089,"Ozaukee County, Wisconsin",7778,4098,3680,1219,61827,12273
0500000US55097,55097,"Portage County, Wisconsin",12057,5967,6090,594,44911,4081
0500000US55101,55101,"Racine County, Wisconsin",17666,9439,8227,1044,132881,12639
0500000US55105,55105,"Rock County, Wisconsin",13883,6798,7085,485,110328,7296
0500000US55109,55109,"St. Croix County, Wisconsin",6556,3219,3337,516,59401,6826
0500000US55117,55117,"Sheboygan County, Wisconsin",9707,4753,4954,640,79984,6043
0500000US55127,55127,"Walworth County, Wisconsin",13189,6178,7011,945,68366,7595
0500000US55131,55131,"Washington County, Wisconsin",9796,5181,4615,1579,95324,8337
0500000US55133,55133,"Waukesha County, Wisconsin",30968,15506,15462,4549,282781,42625
0500000US55139,55139,"Winnebago County, Wisconsin",20814,10896,9918,1737,114495,10338
0500000US55141,55141,"Wood County, Wisconsin",5019,2539,2480,281,52345,4018
0500000US56021,56021,"Laramie County, Wyoming",8202,4576,3626,460,67446,8006
0500000US56025,56025,"Natrona County, Wyoming",5570,2948,2622,261,53481,4525
